"s"
"http://dbpedia.org/resource/Delmira_Agustini"
"http://dbpedia.org/resource/Alberto_Methol_Ferré"
"http://dbpedia.org/resource/Carlos_Vaz_Ferreira"
"http://dbpedia.org/resource/Carmen_Novoa"
"http://dbpedia.org/resource/Carmen_Posadas"
"http://dbpedia.org/resource/Claudia_Amengual"
"http://dbpedia.org/resource/Eduardo_Acevedo_Díaz"
"http://dbpedia.org/resource/Eduardo_Galeano"
"http://dbpedia.org/resource/Hugo_Burel"
"http://dbpedia.org/resource/Ida_Vitale"
"http://dbpedia.org/resource/Inés_Bortagaray"
"http://dbpedia.org/resource/Comte_de_Lautréamont"
"http://dbpedia.org/resource/Laura_Canoura"
"http://dbpedia.org/resource/Tamara_Awerbuch-Friedlander"
"http://dbpedia.org/resource/Gloria_Escomel"
"http://dbpedia.org/resource/Jorge_Majfud"
"http://dbpedia.org/resource/Jorge_Medina_Vidal"
"http://dbpedia.org/resource/Jorge_Ruffinelli"
"http://dbpedia.org/resource/José_Enrique_Rodó"
"http://dbpedia.org/resource/Juan_Carlos_Mondragón"
"http://dbpedia.org/resource/Juan_Carlos_Onetti"
"http://dbpedia.org/resource/Julio_Herrera_y_Reissig"
"http://dbpedia.org/resource/Esther_de_Cáceres"
"http://dbpedia.org/resource/Marcos_Sastre"
