"s"
"http://dbpedia.org/resource/Luis_Alberto_Ambroggio"
"http://dbpedia.org/resource/Luis_Franco_(writer)"
"http://dbpedia.org/resource/Luisa_Peluffo"
"http://dbpedia.org/resource/Delmira_Agustini"
"http://dbpedia.org/resource/Gloria_Lisé"
"http://dbpedia.org/resource/Gonzalo_Garcés"
"http://dbpedia.org/resource/Rafael_Squirru"
"http://dbpedia.org/resource/Herman_Aguinis"
"http://dbpedia.org/resource/Lynette_Roberts"
"http://dbpedia.org/resource/Alan_Pauls"
"http://dbpedia.org/resource/Alberto_Manguel"
"http://dbpedia.org/resource/Alberto_Methol_Ferré"
"http://dbpedia.org/resource/Flavia_Company"
"http://dbpedia.org/resource/Carlos_Bernardo_González_Pecotche"
"http://dbpedia.org/resource/Carlos_Gorostiza"
"http://dbpedia.org/resource/Carlos_Lousto"
"http://dbpedia.org/resource/Carlos_Vaz_Ferreira"
"http://dbpedia.org/resource/Carmen_Novoa"
"http://dbpedia.org/resource/Carmen_Posadas"
"http://dbpedia.org/resource/Claudia_Amengual"
"http://dbpedia.org/resource/Bertha_Moss"
"http://dbpedia.org/resource/Betina_Gonzalez"
"http://dbpedia.org/resource/Leopoldo_Lugones"
"http://dbpedia.org/resource/Ángel_Faretta"
"http://dbpedia.org/resource/Marcela_Iacub"
"http://dbpedia.org/resource/Carlos_Alvarado-Larroucau"
"http://dbpedia.org/resource/Edgar_Brau"
"http://dbpedia.org/resource/Eduardo_Acevedo_Díaz"
"http://dbpedia.org/resource/Eduardo_Galeano"
"http://dbpedia.org/resource/Eduardo_Sguiglia"
"http://dbpedia.org/resource/Homero_Manzi"
"http://dbpedia.org/resource/Hugo_Burel"
"http://dbpedia.org/resource/Humberto_Costantini"
"http://dbpedia.org/resource/Ida_Vitale"
"http://dbpedia.org/resource/Inés_Bortagaray"
"http://dbpedia.org/resource/J._Rodolfo_Wilcock"
"http://dbpedia.org/resource/Javier_Adúriz"
"http://dbpedia.org/resource/Nemer_ibn_el_Barud"
"http://dbpedia.org/resource/Aníbal_Cristobo"
"http://dbpedia.org/resource/Arnaldo_Calveyra"
"http://dbpedia.org/resource/Oliverio_Girondo"
"http://dbpedia.org/resource/Pacho_O'Donnell"
"http://dbpedia.org/resource/Mario_Markic"
"http://dbpedia.org/resource/Adolfo_Bioy_Casares"
"http://dbpedia.org/resource/Comte_de_Lautréamont"
"http://dbpedia.org/resource/Conrado_Nalé_Roxlo"
"http://dbpedia.org/resource/César_Aira"
"http://dbpedia.org/resource/Alfredo_Rouillon"
"http://dbpedia.org/resource/Laura_Canoura"
"http://dbpedia.org/resource/Patricio_Sturlese"
"http://dbpedia.org/resource/Perla_Suez"
"http://dbpedia.org/resource/Roberto_Arlt"
"http://dbpedia.org/resource/Rodolfo_Walsh"
"http://dbpedia.org/resource/Tamara_Awerbuch-Friedlander"
"http://dbpedia.org/resource/Gloria_Escomel"
"http://dbpedia.org/resource/Guido_Mina_di_Sospiro"
"http://dbpedia.org/resource/José_María_Ramos_Mejía"
"http://dbpedia.org/resource/Elizabeth_Azcona_Cranwell"
"http://dbpedia.org/resource/Enrique_Anderson_Imbert"
"http://dbpedia.org/resource/Enrique_Larreta"
"http://dbpedia.org/resource/Ernesto_Sabato"
"http://dbpedia.org/resource/Jorge_Luis_Borges"
"http://dbpedia.org/resource/Jorge_Majfud"
"http://dbpedia.org/resource/Jorge_Medina_Vidal"
"http://dbpedia.org/resource/Jorge_Ruffinelli"
"http://dbpedia.org/resource/José_Enrique_Rodó"
"http://dbpedia.org/resource/José_María_Rosa"
"http://dbpedia.org/resource/Juan_Alberto_Montes"
"http://dbpedia.org/resource/Juan_Carlos_Mondragón"
"http://dbpedia.org/resource/Juan_Carlos_Onetti"
"http://dbpedia.org/resource/Juan_José_Saer"
"http://dbpedia.org/resource/Julio_Herrera_y_Reissig"
"http://dbpedia.org/resource/Mercedes_Ron"
"http://dbpedia.org/resource/Esther_de_Cáceres"
"http://dbpedia.org/resource/Manuel_Puig"
"http://dbpedia.org/resource/Marcelo_Birmajer"
"http://dbpedia.org/resource/Marcos_Sastre"
"http://dbpedia.org/resource/Mario_Trejo"
"http://dbpedia.org/resource/Marta_Lynch"
"http://dbpedia.org/resource/Marta_Mirazón_Lahr"
"http://dbpedia.org/resource/Martín_Caparrós"
"http://dbpedia.org/resource/María_Elena_Walsh"
"http://dbpedia.org/resource/Xavier_Waterkeyn"
