"s","l","n"
"http://dbpedia.org/resource/Generali_Deutschland","http://dbpedia.org/resource/Germany",13000
"http://dbpedia.org/resource/The_Oberoi_Group","http://dbpedia.org/resource/India",13000
"http://dbpedia.org/resource/DTDC","http://dbpedia.org/resource/India",13000
"http://dbpedia.org/resource/International_Metalworking_Companies","http://dbpedia.org/resource/Israel",13000
"http://dbpedia.org/resource/Strauss_Group","http://dbpedia.org/resource/Israel",13000
"http://dbpedia.org/resource/Pon_Holdings","http://dbpedia.org/resource/Netherlands",13000
"http://dbpedia.org/resource/MyTravel_Group","http://dbpedia.org/resource/England",13000
"http://dbpedia.org/resource/Sukarne","http://dbpedia.org/resource/Mexico",13000
"http://dbpedia.org/resource/FLSmidth","http://dbpedia.org/resource/Denmark",12969
"http://dbpedia.org/resource/Votorantim_Cimentos","http://dbpedia.org/resource/Brazil",12950
"http://dbpedia.org/resource/Daimler_Mobility","http://dbpedia.org/resource/Germany",12912
"http://dbpedia.org/resource/Saks,_Inc.","http://dbpedia.org/resource/United_States",12900
"http://dbpedia.org/resource/Luxoft","http://dbpedia.org/resource/Switzerland",12900
"http://dbpedia.org/resource/Yara_International","http://dbpedia.org/resource/Norway",12883
"http://dbpedia.org/resource/Toyo_Tire_&_Rubber_Company","http://dbpedia.org/resource/Japan",12804
"http://dbpedia.org/resource/Sappi","http://dbpedia.org/resource/South_Africa",12800
"http://dbpedia.org/resource/Quest_Global","http://dbpedia.org/resource/Singapore",12800
"http://dbpedia.org/resource/Laing_O'Rourke","http://dbpedia.org/resource/United_Kingdom",12796
"http://dbpedia.org/resource/Canadian_Pacific_Railway","http://dbpedia.org/resource/United_States",12770
"http://dbpedia.org/resource/Canadian_Pacific_Railway","http://dbpedia.org/resource/Canada",12770
"http://dbpedia.org/resource/NLC_India_Limited","http://dbpedia.org/resource/India",12675
"http://dbpedia.org/resource/Grupo_Argos","http://dbpedia.org/resource/Colombia",12656
"http://dbpedia.org/resource/Axalta_Coating_Systems","http://dbpedia.org/resource/Bermuda",12650
"http://dbpedia.org/resource/Elco_Holdings","http://dbpedia.org/resource/Israel",12600
"http://dbpedia.org/resource/Gramedia_(bookstore)","http://dbpedia.org/resource/Indonesia",12500
"http://dbpedia.org/resource/AgustaWestland","http://dbpedia.org/resource/Italy",12500
"http://dbpedia.org/resource/AgustaWestland","http://dbpedia.org/resource/Rome",12500
"http://dbpedia.org/resource/Tohoku_Electric_Power","http://dbpedia.org/resource/Japan",12484
"http://dbpedia.org/resource/Mowi","http://dbpedia.org/resource/Norway",12454
"http://dbpedia.org/resource/QBE_Insurance","http://dbpedia.org/resource/Australia",12452
"http://dbpedia.org/resource/DCC_plc","http://dbpedia.org/resource/Ireland",12418
"http://dbpedia.org/resource/Nycomed","http://dbpedia.org/resource/Switzerland",12400
"http://dbpedia.org/resource/Janata_Bank","http://dbpedia.org/resource/Bangladesh",12391
"http://dbpedia.org/resource/Goodbaby_International","http://dbpedia.org/resource/China",12318
"http://dbpedia.org/resource/Goodbaby_International","http://dbpedia.org/resource/Hong_Kong",12318
"http://dbpedia.org/resource/Charter_International","http://dbpedia.org/resource/United_Kingdom",12313
"http://dbpedia.org/resource/Navistar_International","http://dbpedia.org/resource/United_States",12300
"http://dbpedia.org/resource/Agrale","http://dbpedia.org/resource/Brazil",12300
"http://dbpedia.org/resource/OP_Financial_Group","http://dbpedia.org/resource/Finland",12269
"http://dbpedia.org/resource/Bank_Maskan","http://dbpedia.org/resource/Iran",12259
"http://dbpedia.org/resource/Barry_Callebaut","http://dbpedia.org/resource/Switzerland",12257
"http://dbpedia.org/resource/HypoVereinsbank","http://dbpedia.org/resource/Germany",12194
"http://dbpedia.org/resource/Bharat_Petroleum","http://dbpedia.org/resource/India",12157
"http://dbpedia.org/resource/MUFG_Union_Bank","http://dbpedia.org/resource/United_States",12141
"http://dbpedia.org/resource/DNV_GL","http://dbpedia.org/resource/Norway",12101
"http://dbpedia.org/resource/QNB_Finansbank","http://dbpedia.org/resource/Turkey",12087
"http://dbpedia.org/resource/PROTON_Holdings","http://dbpedia.org/resource/Malaysia",12000
"http://dbpedia.org/resource/NAFFCO","http://dbpedia.org/resource/United_Arab_Emirates",12000
"http://dbpedia.org/resource/Beckman_Coulter","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/AmSouth_Bancorporation","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/GE_Appliances","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/Comfort_Systems_USA","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/APC_by_Schneider_Electric","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/David's_Bridal","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/Western_Union","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/Taylor_Corporation","http://dbpedia.org/resource/United_States",12000
"http://dbpedia.org/resource/Flight_Centre_Australia","http://dbpedia.org/resource/Australia",12000
"http://dbpedia.org/resource/Vale_Limited","http://dbpedia.org/resource/Canada",12000
"http://dbpedia.org/resource/Deli_(company)","http://dbpedia.org/resource/China",12000
"http://dbpedia.org/resource/Wanfeng_Auto_Holding_Group","http://dbpedia.org/resource/China",12000
"http://dbpedia.org/resource/Bauer_AG","http://dbpedia.org/resource/Germany",12000
"http://dbpedia.org/resource/Rohde_&_Schwarz","http://dbpedia.org/resource/Germany",12000
"http://dbpedia.org/resource/Godrej_&_Boyce","http://dbpedia.org/resource/India",12000
"http://dbpedia.org/resource/Amalgamations_Group","http://dbpedia.org/resource/India",12000
"http://dbpedia.org/resource/Vale_Limited","http://dbpedia.org/resource/Indonesia",12000
"http://dbpedia.org/resource/Jalur_Nugraha_Ekakurir","http://dbpedia.org/resource/Indonesia",12000
"http://dbpedia.org/resource/Chenab_Group","http://dbpedia.org/resource/Pakistan",12000
"http://dbpedia.org/resource/House_of_Habib","http://dbpedia.org/resource/Pakistan",12000
"http://dbpedia.org/resource/Sapphire_Textile","http://dbpedia.org/resource/Pakistan",12000
"http://dbpedia.org/resource/TCS_(logistics_company)","http://dbpedia.org/resource/Pakistan",12000
"http://dbpedia.org/resource/Şahinler_Holding","http://dbpedia.org/resource/Turkey",12000
"http://dbpedia.org/resource/Borzești_Petrochemical_Plant","http://dbpedia.org/resource/Romania",12000
"http://dbpedia.org/resource/Britannia_Hotels","http://dbpedia.org/resource/England",12000
"http://dbpedia.org/resource/Southern_Copper_Corporation","http://dbpedia.org/resource/Mexico",12000
"http://dbpedia.org/resource/Seiko","http://dbpedia.org/resource/Japan",11947
"http://dbpedia.org/resource/ACLEDA_Bank","http://dbpedia.org/resource/Cambodia",11926
"http://dbpedia.org/resource/Casio","http://dbpedia.org/resource/Japan",11868
"http://dbpedia.org/resource/Shimano","http://dbpedia.org/resource/Japan",11829
"http://dbpedia.org/resource/National_Hard_Coal_Company","http://dbpedia.org/resource/Romania",11740
"http://dbpedia.org/resource/HSBC_France","http://dbpedia.org/resource/France",11700
"http://dbpedia.org/resource/Align_Technology","http://dbpedia.org/resource/United_States",11660
"http://dbpedia.org/resource/Randgold_Resources","http://dbpedia.org/resource/Jersey",11659
"http://dbpedia.org/resource/RAI","http://dbpedia.org/resource/Italy",11635
"http://dbpedia.org/resource/RAI","http://dbpedia.org/resource/Rome",11635
"http://dbpedia.org/resource/Kuoni_Travel","http://dbpedia.org/resource/Switzerland",11621
"http://dbpedia.org/resource/Station_Casinos","http://dbpedia.org/resource/United_States",11600
"http://dbpedia.org/resource/Heidelberger_Druckmaschinen","http://dbpedia.org/resource/Germany",11511
"http://dbpedia.org/resource/Hays_plc","http://dbpedia.org/resource/England",11510
"http://dbpedia.org/resource/Ford_Otosan","http://dbpedia.org/resource/Turkey",11501
"http://dbpedia.org/resource/Raley's_Supermarkets","http://dbpedia.org/resource/United_States",11500
"http://dbpedia.org/resource/Nalco_Water","http://dbpedia.org/resource/United_States",11500
"http://dbpedia.org/resource/Orica","http://dbpedia.org/resource/Australia",11500
"http://dbpedia.org/resource/AVL_(engineering_company)","http://dbpedia.org/resource/Austria",11500
"http://dbpedia.org/resource/La_Anonima","http://dbpedia.org/resource/Argentina",11500
"http://dbpedia.org/resource/Bechtle","http://dbpedia.org/resource/Germany",11487
"http://dbpedia.org/resource/Synthes","http://dbpedia.org/resource/Switzerland",11430
"http://dbpedia.org/resource/Allergan,_Inc.","http://dbpedia.org/resource/U.S.",11400
"http://dbpedia.org/resource/New_York_Life_Insurance_Company","http://dbpedia.org/resource/United_States",11388
"http://dbpedia.org/resource/Donaldson,_Lufkin_&_Jenrette","http://dbpedia.org/resource/United_States",11300
"http://dbpedia.org/resource/Copersucar","http://dbpedia.org/resource/Brazil",11300
"http://dbpedia.org/resource/SAS_Group","http://dbpedia.org/resource/Sweden",11288
"http://dbpedia.org/resource/Silvinit","http://dbpedia.org/resource/Russia",11245
"http://dbpedia.org/resource/The_Range_(retailer)","http://dbpedia.org/resource/United_Kingdom",11200
"http://dbpedia.org/resource/BioMérieux","http://dbpedia.org/resource/France",11200
"http://dbpedia.org/resource/Indonesia_Port_Corporations","http://dbpedia.org/resource/Indonesia",11132
"http://dbpedia.org/resource/Cathedral_Bank","http://dbpedia.org/resource/Caribbean",11100
"http://dbpedia.org/resource/Bank_of_Ireland","http://dbpedia.org/resource/Republic_of_Ireland",11086
"http://dbpedia.org/resource/Windstream_Holdings","http://dbpedia.org/resource/United_States",11080
"http://dbpedia.org/resource/DNB_ASA","http://dbpedia.org/resource/Norway",11047
"http://dbpedia.org/resource/Morsam_Fashions","http://dbpedia.org/resource/Canada",11025
"http://dbpedia.org/resource/Kinder_Morgan","http://dbpedia.org/resource/United_States",11012
"http://dbpedia.org/resource/MBDA","http://dbpedia.org/resource/United_Kingdom",11000
"http://dbpedia.org/resource/Nuffield_Health","http://dbpedia.org/resource/United_Kingdom",11000
"http://dbpedia.org/resource/Informa","http://dbpedia.org/resource/United_Kingdom",11000
"http://dbpedia.org/resource/Halyard_Health","http://dbpedia.org/resource/United_States",11000
"http://dbpedia.org/resource/Schwan's_Company","http://dbpedia.org/resource/United_States",11000
"http://dbpedia.org/resource/Barry-Wehmiller","http://dbpedia.org/resource/United_States",11000
"http://dbpedia.org/resource/HD_Supply","http://dbpedia.org/resource/United_States",11000
"http://dbpedia.org/resource/Molina_Healthcare","http://dbpedia.org/resource/United_States",11000
"http://dbpedia.org/resource/Fareway","http://dbpedia.org/resource/United_States_of_America",11000
"http://dbpedia.org/resource/Kongsberg_Gruppen","http://dbpedia.org/resource/Norway",11000
"http://dbpedia.org/resource/Lendlease","http://dbpedia.org/resource/Australia",11000
"http://dbpedia.org/resource/MBDA","http://dbpedia.org/resource/Germany",11000
"http://dbpedia.org/resource/SARIA","http://dbpedia.org/resource/Germany",11000
"http://dbpedia.org/resource/Rebecca_Hair_Products","http://dbpedia.org/resource/China",11000
"http://dbpedia.org/resource/AEG","http://dbpedia.org/resource/Germany",11000
"http://dbpedia.org/resource/Petri_AG","http://dbpedia.org/resource/Germany",11000
"http://dbpedia.org/resource/Hyundai_Samho_Heavy_Industries","http://dbpedia.org/resource/South_Korea",11000
"http://dbpedia.org/resource/MBDA","http://dbpedia.org/resource/Spain",11000
"http://dbpedia.org/resource/MBDA","http://dbpedia.org/resource/France",11000
"http://dbpedia.org/resource/Worldline_(company)","http://dbpedia.org/resource/France",11000
"http://dbpedia.org/resource/LG.Philips_Displays","http://dbpedia.org/resource/Hong_Kong",11000
"http://dbpedia.org/resource/Emcure_Pharmaceuticals","http://dbpedia.org/resource/India",11000
"http://dbpedia.org/resource/The_Times_Group","http://dbpedia.org/resource/India",11000
"http://dbpedia.org/resource/MBDA","http://dbpedia.org/resource/Italy",11000
"http://dbpedia.org/resource/Petri_AG","http://dbpedia.org/resource/Japan",11000
"http://dbpedia.org/resource/Oil_&_Gas_Development_Company","http://dbpedia.org/resource/Pakistan",11000
"http://dbpedia.org/resource/Vetco","http://dbpedia.org/resource/UK",11000
"http://dbpedia.org/resource/MBDA","http://dbpedia.org/resource/Rome",11000
"http://dbpedia.org/resource/Philippine_Amusement_and_Gaming_Corporation","http://dbpedia.org/resource/Philippines",11000
"http://dbpedia.org/resource/Mercury_Drug","http://dbpedia.org/resource/Philippines",11000
"http://dbpedia.org/resource/JCB_(company)","http://dbpedia.org/resource/Staffordshire",11000
"http://dbpedia.org/resource/Fortescue_Metals_Group","http://dbpedia.org/resource/Western_Australia",11000
"http://dbpedia.org/resource/Informa","http://dbpedia.org/resource/England",11000
"http://dbpedia.org/resource/Travelodge_UK","http://dbpedia.org/resource/England",11000
"http://dbpedia.org/resource/Vietnam_Airlines","http://dbpedia.org/resource/Vietnam",10929
"http://dbpedia.org/resource/Kongsberg_Automotive","http://dbpedia.org/resource/Norway",10908
"http://dbpedia.org/resource/Pall_Corporation","http://dbpedia.org/resource/United_States",10900
"http://dbpedia.org/resource/Andhra_Pradesh_Power_Generation_Corporation","http://dbpedia.org/resource/India",10889
"http://dbpedia.org/resource/Ujjivan_Small_Finance_Bank","http://dbpedia.org/resource/India",10881
"http://dbpedia.org/resource/AmBank","http://dbpedia.org/resource/Malaysia",10842
"http://dbpedia.org/resource/Vesuvius_plc","http://dbpedia.org/resource/United_Kingdom",10809
"http://dbpedia.org/resource/Inmobiliaria_Colonial","http://dbpedia.org/resource/Spain",10763
"http://dbpedia.org/resource/Currys","http://dbpedia.org/resource/United_Kingdom",10762
"http://dbpedia.org/resource/Banrisul","http://dbpedia.org/resource/Brazil",10725
"http://dbpedia.org/resource/Altice_Portugal","http://dbpedia.org/resource/Portugal",10701
"http://dbpedia.org/resource/Terex","http://dbpedia.org/resource/United_States",10700
"http://dbpedia.org/resource/Rolls-Royce_Power_Systems","http://dbpedia.org/resource/Germany",10700
"http://dbpedia.org/resource/Acron_Group","http://dbpedia.org/resource/Russia",10696
"http://dbpedia.org/resource/Duratex","http://dbpedia.org/resource/Brazil",10667
"http://dbpedia.org/resource/Vy_(transport_operator)","http://dbpedia.org/resource/Norway",10646
"http://dbpedia.org/resource/Maroc_Telecom","http://dbpedia.org/resource/Morocco",10609
"http://dbpedia.org/resource/Deutsche_Hospitality","http://dbpedia.org/resource/Germany",10590
"http://dbpedia.org/resource/Advanced_Info_Service","http://dbpedia.org/resource/Thailand",10586
"http://dbpedia.org/resource/Alpine_Electronics","http://dbpedia.org/resource/Japan",10566
"http://dbpedia.org/resource/Bain_&_Company","http://dbpedia.org/resource/United_States",10500
"http://dbpedia.org/resource/Temple-Inland","http://dbpedia.org/resource/United_States",10500
"http://dbpedia.org/resource/Elkjøp","http://dbpedia.org/resource/Norway",10500
"http://dbpedia.org/resource/Allied_Irish_Banks","http://dbpedia.org/resource/Republic_of_Ireland",10500
"http://dbpedia.org/resource/Toyobo","http://dbpedia.org/resource/Japan",10487
"http://dbpedia.org/resource/Jardine_Lloyd_Thompson","http://dbpedia.org/resource/England",10453
"http://dbpedia.org/resource/Eisai_(company)","http://dbpedia.org/resource/Japan",10419
"http://dbpedia.org/resource/Bank_of_the_Province_of_Buenos_Aires","http://dbpedia.org/resource/Argentina",10419
"http://dbpedia.org/resource/Shimadzu","http://dbpedia.org/resource/Japan",10395
"http://dbpedia.org/resource/Nippon_Light_Metal","http://dbpedia.org/resource/Japan",10392
"http://dbpedia.org/resource/Outokumpu","http://dbpedia.org/resource/Finland",10390
"http://dbpedia.org/resource/Arc_Holdings","http://dbpedia.org/resource/France",10360
"http://dbpedia.org/resource/Hindustan_Petroleum","http://dbpedia.org/resource/India",10352
"http://dbpedia.org/resource/Charming_Shoppes","http://dbpedia.org/resource/United_States",10300
"http://dbpedia.org/resource/U.S._Cellular","http://dbpedia.org/resource/United_States",10300
"http://dbpedia.org/resource/UnipolSai","http://dbpedia.org/resource/Italy",10280
"http://dbpedia.org/resource/Symrise","http://dbpedia.org/resource/Germany",10243
"http://dbpedia.org/resource/Umicore","http://dbpedia.org/resource/Belgium",10224
"http://dbpedia.org/resource/MTU_Aero_Engines","http://dbpedia.org/resource/Germany",10206
"http://dbpedia.org/resource/Dniproenergo","http://dbpedia.org/resource/Ukraine",10200
"http://dbpedia.org/resource/Agfa-Gevaert","http://dbpedia.org/resource/Belgium",10177
"http://dbpedia.org/resource/Nippon_Suisan_Kaisha","http://dbpedia.org/resource/Japan",10175
"http://dbpedia.org/resource/UnionBanCal_Corporation","http://dbpedia.org/resource/United_States",10164
"http://dbpedia.org/resource/Seoul_Metro_Corporation","http://dbpedia.org/resource/South_Korea",10128
"http://dbpedia.org/resource/Leisure_and_Cultural_Services_Department","http://dbpedia.org/resource/Hong_Kong",10108
"http://dbpedia.org/resource/Egger_(company)","http://dbpedia.org/resource/Austria",10100
"http://dbpedia.org/resource/Zions_Bancorporation","http://dbpedia.org/resource/United_States",10083
"http://dbpedia.org/resource/BBVA_USA","http://dbpedia.org/resource/United_States",10045
"http://dbpedia.org/resource/Brasil_Kirin","http://dbpedia.org/resource/Brazil",10041
"http://dbpedia.org/resource/Clarion_(company)","http://dbpedia.org/resource/Japan",10037
"http://dbpedia.org/resource/Landesbank_Baden-Württemberg","http://dbpedia.org/resource/Germany",10017
"http://dbpedia.org/resource/Madhvani_Group","http://dbpedia.org/resource/Uganda",10000
"http://dbpedia.org/resource/Rimbunan_Hijau","http://dbpedia.org/resource/Malaysia",10000
"http://dbpedia.org/resource/Direct_Line_Group","http://dbpedia.org/resource/United_Kingdom",10000
"http://dbpedia.org/resource/Emirates_NBD","http://dbpedia.org/resource/United_Arab_Emirates",10000
"http://dbpedia.org/resource/Attock_Oil_Company","http://dbpedia.org/resource/United_Kingdom",10000
"http://dbpedia.org/resource/Bradlees","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Guitar_Center","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/FINCA_International","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Finish_Line,_Inc.","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Coca-Cola_Bottling_Company_United","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/KLA_Corporation","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Les_Schwab_Tire_Centers","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Masonite_International","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Hub_International","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Invista","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/R+L_Carriers","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Hillrom","http://dbpedia.org/resource/United_States",10000
"http://dbpedia.org/resource/Honeywell_Group","http://dbpedia.org/resource/Nigeria",10000
"http://dbpedia.org/resource/Jotun_(company)","http://dbpedia.org/resource/Norway",10000
"http://dbpedia.org/resource/Arrium","http://dbpedia.org/resource/Australia",10000
"http://dbpedia.org/resource/Tip_Top_Bakeries","http://dbpedia.org/resource/Australia",10000
"http://dbpedia.org/resource/City_Group","http://dbpedia.org/resource/Bangladesh",10000
"http://dbpedia.org/resource/Walton_Micro-Tech_Corporation","http://dbpedia.org/resource/Bangladesh",10000
"http://dbpedia.org/resource/Famous_Players","http://dbpedia.org/resource/Canada",10000
"http://dbpedia.org/resource/Chimelong","http://dbpedia.org/resource/China",10000
"http://dbpedia.org/resource/Fujikon","http://dbpedia.org/resource/China",10000
"http://dbpedia.org/resource/Friedrich_Krupp_Germaniawerft","http://dbpedia.org/resource/Germany",10000
"http://dbpedia.org/resource/IWG_plc","http://dbpedia.org/resource/Jersey",10000
"http://dbpedia.org/resource/ElringKlinger","http://dbpedia.org/resource/Germany",10000
"http://dbpedia.org/resource/Messer_Group","http://dbpedia.org/resource/Germany",10000
"http://dbpedia.org/resource/LG_CNS","http://dbpedia.org/resource/South_Korea",10000
"http://dbpedia.org/resource/Daelim","http://dbpedia.org/resource/South_Korea",10000
"http://dbpedia.org/resource/DSI_Samson_Group","http://dbpedia.org/resource/Sri_Lanka",10000
"http://dbpedia.org/resource/Boehringer_Ingelheim_Animal_Health","http://dbpedia.org/resource/France",10000
"http://dbpedia.org/resource/Paul_(bakery)","http://dbpedia.org/resource/France",10000
"http://dbpedia.org/resource/Fujikon","http://dbpedia.org/resource/Hong_Kong",10000
"http://dbpedia.org/resource/Magyar_Suzuki","http://dbpedia.org/resource/Hungary",10000
"http://dbpedia.org/resource/Bajaj_Auto","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Zoho_Corporation","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Intex_Technologies","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/PNB_MetLife_India_Insurance_Company","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/The_Himalaya_Drug_Company","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/IDBI_Federal_Life_Insurance","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Lava_International","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Datamatics","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Escorts_Limited","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Essel_Group","http://dbpedia.org/resource/India",10000
"http://dbpedia.org/resource/Lippo_Karawaci","http://dbpedia.org/resource/Indonesia",10000
"http://dbpedia.org/resource/Sandals_Resorts","http://dbpedia.org/resource/Jamaica",10000
"http://dbpedia.org/resource/Beaches_Resorts","http://dbpedia.org/resource/Jamaica",10000
"http://dbpedia.org/resource/Pampa_Energía","http://dbpedia.org/resource/Argentina",10000
"http://dbpedia.org/resource/Atlas_Group","http://dbpedia.org/resource/Pakistan",10000
"http://dbpedia.org/resource/Deestone","http://dbpedia.org/resource/Thailand",10000
"http://dbpedia.org/resource/Coca-Cola_İçecek","http://dbpedia.org/resource/Turkey",10000
"http://dbpedia.org/resource/Tekfen_Construction_and_Installation","http://dbpedia.org/resource/Turkey",10000
"http://dbpedia.org/resource/Konzum","http://dbpedia.org/resource/Croatia",10000
"http://dbpedia.org/resource/Ajegroup","http://dbpedia.org/resource/Peru",10000
"http://dbpedia.org/resource/Bega_Group","http://dbpedia.org/resource/Romania",10000
"http://dbpedia.org/resource/IWG_plc","http://dbpedia.org/resource/Switzerland",10000
"http://dbpedia.org/resource/BKW_Energie","http://dbpedia.org/resource/Switzerland",10000
"http://dbpedia.org/resource/Firmenich","http://dbpedia.org/resource/Switzerland",10000
"http://dbpedia.org/resource/Formosa_Plastics_Corp","http://dbpedia.org/resource/Taiwan",10000
"http://dbpedia.org/resource/Implenia","http://dbpedia.org/resource/Switzerland",10000
"http://dbpedia.org/resource/Fugro","http://dbpedia.org/resource/Netherlands",10000
"http://dbpedia.org/resource/Direct_Line_Group","http://dbpedia.org/resource/England",10000
"http://dbpedia.org/resource/Grupo_Poma","http://dbpedia.org/resource/El_Salvador",10000
"http://dbpedia.org/resource/Attock_Oil_Company","http://dbpedia.org/resource/England",10000
"http://dbpedia.org/resource/Countrywide","http://dbpedia.org/resource/Essex",10000
"http://dbpedia.org/resource/Shirin_Asal_Food_Industrial_Group","http://dbpedia.org/resource/Iranian_Azerbaijan",10000
"http://dbpedia.org/resource/RSM_US","http://dbpedia.org/resource/United_States",9979
"http://dbpedia.org/resource/Tver_Carriage_Works","http://dbpedia.org/resource/Russia",9978
"http://dbpedia.org/resource/Scottish_Power","http://dbpedia.org/resource/United_Kingdom",9953
"http://dbpedia.org/resource/Scottish_Power","http://dbpedia.org/resource/Scotland",9953
"http://dbpedia.org/resource/Axfood","http://dbpedia.org/resource/Sweden",9903
"http://dbpedia.org/resource/Telephone_and_Data_Systems","http://dbpedia.org/resource/United_States",9900
"http://dbpedia.org/resource/Gerresheimer","http://dbpedia.org/resource/Germany",9872
"http://dbpedia.org/resource/Banco_Espírito_Santo","http://dbpedia.org/resource/Portugal",9860
"http://dbpedia.org/resource/Japan_Display","http://dbpedia.org/resource/Japan",9840
"http://dbpedia.org/resource/Subsea_7","http://dbpedia.org/resource/United_Kingdom",9800
"http://dbpedia.org/resource/Israel_Electric_Corporation","http://dbpedia.org/resource/Israel",9782
"http://dbpedia.org/resource/Bharat_Financial_Inclusion","http://dbpedia.org/resource/India",9698
"http://dbpedia.org/resource/Meidensha","http://dbpedia.org/resource/Japan",9599
"http://dbpedia.org/resource/LG_Household_&_Health_Care","http://dbpedia.org/resource/South_Korea",9566
"http://dbpedia.org/resource/Sanyo","http://dbpedia.org/resource/Japan",9504
"http://dbpedia.org/resource/Cheung_Kong_Holdings","http://dbpedia.org/resource/Hong_Kong",9500
"http://dbpedia.org/resource/Santander_Bank_Polska","http://dbpedia.org/resource/Poland",9500
"http://dbpedia.org/resource/Land_Bank_of_the_Philippines","http://dbpedia.org/resource/Philippines",9482
"http://dbpedia.org/resource/Técnicas_Reunidas","http://dbpedia.org/resource/Spain",9461
"http://dbpedia.org/resource/Bank_AL_Habib","http://dbpedia.org/resource/Pakistan",9415
"http://dbpedia.org/resource/Ingersoll_Rand_Industrial_Technologies","http://dbpedia.org/resource/United_States",9400
"http://dbpedia.org/resource/Wallenius_Wilhelmsen_Logistics","http://dbpedia.org/resource/Norway",9400
"http://dbpedia.org/resource/ConvaTec","http://dbpedia.org/resource/England",9400
"http://dbpedia.org/resource/Sampo_Group","http://dbpedia.org/resource/Finland",9364
"http://dbpedia.org/resource/Danieli","http://dbpedia.org/resource/Italy",9358
"http://dbpedia.org/resource/Lamprell","http://dbpedia.org/resource/United_Arab_Emirates",9312
"http://dbpedia.org/resource/Grupo_Argos","http://dbpedia.org/resource/Colombia",9241
"http://dbpedia.org/resource/Petron_Corporation","http://dbpedia.org/resource/Philippines",9236
"http://dbpedia.org/resource/Sysmex_Corporation","http://dbpedia.org/resource/Japan",9231
"http://dbpedia.org/resource/Companhia_Zaffari","http://dbpedia.org/resource/Brazil",9206
"http://dbpedia.org/resource/Zakhidenergo","http://dbpedia.org/resource/Ukraine",9205
"http://dbpedia.org/resource/Biomet","http://dbpedia.org/resource/United_States",9200
"http://dbpedia.org/resource/Veoneer","http://dbpedia.org/resource/Sweden",9200
"http://dbpedia.org/resource/Collins_Foods","http://dbpedia.org/resource/Australia",9181
"http://dbpedia.org/resource/WESCO_International","http://dbpedia.org/resource/United_States",9100
"http://dbpedia.org/resource/United_Internet","http://dbpedia.org/resource/Germany",9093
"http://dbpedia.org/resource/DSB_(railway_company)","http://dbpedia.org/resource/Denmark",9078
"http://dbpedia.org/resource/Eurobank_Ergasias","http://dbpedia.org/resource/Greece",9076
"http://dbpedia.org/resource/Klabin","http://dbpedia.org/resource/Brazil",9071
"http://dbpedia.org/resource/China_Steel","http://dbpedia.org/resource/Taiwan",9071
"http://dbpedia.org/resource/Cablevisión_(Argentina)","http://dbpedia.org/resource/Argentina",9065
"http://dbpedia.org/resource/Skyworks_Solutions","http://dbpedia.org/resource/United_States",9030
"http://dbpedia.org/resource/PIN_Group","http://dbpedia.org/resource/Luxembourg",9000
"http://dbpedia.org/resource/Scomi","http://dbpedia.org/resource/Malaysia",9000
"http://dbpedia.org/resource/The_Rank_Group","http://dbpedia.org/resource/United_Kingdom",9000
"http://dbpedia.org/resource/BE&K","http://dbpedia.org/resource/United_States",9000
"http://dbpedia.org/resource/Lexmark","http://dbpedia.org/resource/United_States",9000
"http://dbpedia.org/resource/ICU_Medical","http://dbpedia.org/resource/United_States",9000
"http://dbpedia.org/resource/Crawford_&_Company","http://dbpedia.org/resource/United_States",9000
"http://dbpedia.org/resource/Curtiss-Wright","http://dbpedia.org/resource/United_States",9000
"http://dbpedia.org/resource/Grupo_Abril","http://dbpedia.org/resource/Brazil",9000
