"s","l","n"
"http://dbpedia.org/resource/Louisiana_Eastern_Railroad","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Dancer_Fitzgerald_Sample","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Deephaven_Capital_Management","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Deering_Banjo_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Dell_Boomi","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Freeverse_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/National_Association_of_Electrical_Distributors","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Navarro_Networks","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Port_City_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Radius_Ventures","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Renal_Physicians_Association","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Susse_Chalet","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/JK_Harris_&_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Multiband","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Pointe_of_View_Winery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/United_Community_Bank","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Upton_Tea_Imports","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Watson's_(United_States)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Trimaran_Capital_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Joseph_Huber_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Up4Sale","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Marquee_Broadcasting","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Marshall_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/MicroImages,_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Midway_Studios_Los_Angeles","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Spirit_of_Alaska_Federal_Credit_Union","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/The_Blue_Ribbon_SoundWorks","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/PrepMe","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Stadium_Goods","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sterling_Management","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/17-Bit","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/California_Closets","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Caliper_Corporation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cambridge_Information_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cameron_Health","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cando_Rail_Services_Ltd.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Capital_Brewery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Capital_MetroRail","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Capital_MetroRapid","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Capitol_Broadcasting_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Capitol_Latin","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Capri_Records","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carbine_Studios","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carenet_Health","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carl's_Jr.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carnegie_Brothers_and_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carolina_Northern_Railroad","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carowinds_Monorail","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carquest","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carrabba's_Italian_Grill","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Carvin_Corporation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Casady_&_Greene","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cash_Money_Records","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cassano's_Pizza_King","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Access_Systems_Americas","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Act_III_Communications","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Acuff-Rose_Music","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Adecco_Group_North_America","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Chili's","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/ChowNow","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Chuy's","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Circa_(company)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cleveland,_Columbus_and_Cincinnati_Railroad","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Coast_to_Coast_Tickets","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Coastal_Federal_Credit_Union","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Code42","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Codementor","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cogan,_Berlind,_Weill_&_Levitt","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cold_Stone_Creamery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cole_Motor_Car_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Coleco","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Colgin_Cellars","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Aldec","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Alex._Brown_&_Sons","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/GamerDNA","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Gatti's_Pizza","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Geary_Bus_Rapid_Transit","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Gemr","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/GenArts,_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Genji,_LLC","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/German_American_Business_Association","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Gerst_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Ghirardelli_Chocolate_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Ghostfire_Games","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Gift_of_Life_Marrow_Registry","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Giza_Studio","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Jennifer_Convertibles","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Jerry's_Subs_&_Pizza","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Jiffy_Lube","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Jim's_Restaurants","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Jinya_Ramen_Bar","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Joe_Public_Films","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Baldwin_Library_of_Historical_Children's_Literature","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bali_(lingerie)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bamberger's","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/David_Cutler_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/DonorSee","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Ellis_Coffee_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Emack_&_Bolio's","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/HM_Capital_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Haas_Wheat_&_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Haerfest_(fashion_brand)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Numerica_Credit_Union","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Solumbra","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Happy_Chef","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Harvey_Fisk_&_Sons","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Hathaway_Publishing","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Hawaiian_Telcom","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Hawk_Haven_Vineyard_&_Winery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mind_Dynamics","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Nelson_Aircraft","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Network_TwentyOne","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Shannon_&_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Televerde","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/United_Nations_Federal_Credit_Union","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mixed_In_Key","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Moonbeam_Films","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/New_Concorde","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Solar_Electric_Power_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/WWE_Home_Video","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Yardbarker","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Southland_Credit_Union","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sellen_Construction","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Tyco_Integrated_Security","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/WebLogic_(company)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Speak_With_A_Geek","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bavarian_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Be_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bebo","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bell_Telephone_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Beltone","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Benchmark_(venture_capital_firm)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bent_Paddle_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Berkshire_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bertucci's","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bevolo_Gas_and_Electric_Lights","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Beyond_Games","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/BigRentz","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Big_Heart_Pet_Brands","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Big_Sky_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/KPC_Media_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kajeet","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kam_Controls","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kansas_City,_Mexico_and_Orient_Railway","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Keebler_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kelso_&_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kemp_Technologies","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Leo_A_Daly","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lexington_Broadcast_Services_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lexington_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lime_(transportation_company)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lipinski_Sound","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Tempur-Pedic","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/TenKsolar","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Tennessee_Valley_Authority","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Z.Vex_Effects","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/ZICO_(beverage)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zamboni_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zenprise","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zeos","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/ZipRealty","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zipper_Interactive","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zippo","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zume","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Zynx_Health","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Neuron_Robotics","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/NobleWorks","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Norton_(software)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Novus_International","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/O'Day_Corp.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Offers.com","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/On_Location_Vacations","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Onyx_Systems","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/PCO_Imaging","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Penn_Traffic","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Perfect_World_Entertainment","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Producers_Sales_Organization","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Smithers-Oasis","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Proctor_Silex","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Seize_the_Day_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sensation_Lawn_Mowers","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sharrott_Winery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Shipyard_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Shoppers_World_(retail_chain)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Skil","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Skyline_Solar","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Slim_Devices","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Soap_(shoes)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Southwind_Vineyard_&_Winery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sovran_Bank","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Spark_Unlimited","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Speakeasy_(ISP)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Speakeasy_Ales_and_Lagers","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Stanford_Financial_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Stanley_Motor_Carriage_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Stargate_Studios","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Starr_Hill_Brewery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/J._Press","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/K-Dow_Petrochemicals","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/R._William_Funk_&_Associates","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Stewartstown_Railroad","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/UtiliVisor","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Helixe","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Uptime_Devices","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Visionary_Integration_Professionals_(VIP)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Herzog_Heine_Geduld,_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Messina_Hof","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Millcraft_Investments","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Spacenet","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/The_Goodlife_Recipe","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Plant_Delights_Nursery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Runnymede_Farm","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SingShot_Media","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Thrift_Drug","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Venafi","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/RYOT","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SVTC_Technologies","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/University_of_Florida_Digital_Collections","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Marcus_Cable","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Park_Seed_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Storz_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Wildseed_Farms","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Yellow_Rat_Bastard","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sabre_Aircraft","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Stanley_Steemer","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Twingo_Systems","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Western_Mutual_Insurance_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/MisterCertified","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/ON_Technology","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Pamida","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Karst_Underwater_Research","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Leonard_Development_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/More_Than_Just_Parks","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mountain_America_Credit_Union","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mountaire_Farms","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/MonkeySports","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Monster_Moto","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Orscheln_Farm_&_Home","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Otter_Creek_Brewing","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Our_American_Revival","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/PRTM","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Ultimate_Electronics","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Rolled_Alloys","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SBC_Long_Distance","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Trumpet_Records","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SAG-AFTRA_Foundation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Safe_Auto_Insurance_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Saint_Archer_Brewing","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Beverwyck_Brewery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Beynon_Sports_Surfaces","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bif_Bang_Pow!","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bijoux_Terner","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bill_Knapp's","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Binary_Capital","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Binglin_Stable","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Bio-Synthesis,_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/BioTek","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/BizChair.com","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mission_Foods","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mission_Mountain_Railroad","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mitchell's_Fish_Market","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Ruth's_Hospitality_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/S3_Graphics","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SG_Biofuels","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SOMA_Fabrications","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/SVB_Leerink","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Sagamore_Farm","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Saint_Arnold_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Saint_Paul_and_Pacific_Railroad","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Saladino's_Inc","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Same_Sky","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Cedarvale_Winery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Celebrity_Home_Entertainment","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Center_for_International_Blood_and_Marrow_Transplant_Research","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Chamberlain_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Janssen_Biotech","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Joint_Organisations_Data_Initiative","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Justice_(store)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Reily_Foods_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/KMC_Controls","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/KV_Pharmaceutical","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kalpana_(company)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kamakura_Corporation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kaz_Incorporated","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kibbles_'n_Bits","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kiss_Technology","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Knox_Automobile_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Koehler_Instrument_Company,_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Kudzu.com","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/LaCrosse_Footwear","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/La_Colombe_Coffee_Roasters","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Leisure_Learning_Unlimited","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Ward_LaFrance_Truck_Corporation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/LUNA_Bar","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lang_Van","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lauritzen_Corporation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Liggett_Group","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lightspeed_Venture_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lionel_Corporation","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Litton_Industries","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lockheed_Shipbuilding_and_Construction_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Locomobile_Company_of_America","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Lodge_(company)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/MBF_Bioscience","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Mayer_Hoffman_McCann_P.C.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Media_Rating_Council","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Michigan_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Micro_Electronics,_Inc.","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Wharton_Econometric_Forecasting_Associates","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Gritty_McDuff's_Brewing_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Hero_Games","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Magic_(company)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Marble_Brewery_(Albuquerque,_New_Mexico)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Marmon_Motor_Company","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Massive_Incorporated","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Matrix_Partners","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/McFarlan_Automobile","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/McNeil_Consumer_Healthcare","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Meritas_(education)","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Metz_Brewery","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/Fox_Faith","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/G-Collections","http://dbpedia.org/resource/United_States",
"http://dbpedia.org/resource/GENICOM","http://dbpedia.org/resource/United_States",
